recordKey,detailId,mediaId,mediaType,inventoryNumber,yearRaw,field,hitType,category,matchedTerm,matchedTermNormalized,canonicalName,matchSource,stmGazetteerId,ambiguityCount,title,snippet,lowHangingSpecific,reviewBucket
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Binnenlandse Zaken,binnenlandse zaken,Binnenlandse Zaken,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"an Justitie en Politie), Sonny W. Kertoidjojo (Minister van Binnenlandse Zaken), Ramon A. Dwarka Panday (Minister van Defensie), Robby K. Dragman (Minister van Handel en Industrie), Saimin Redjosent",false,needs-review
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Dwarka Panday,dwarka panday,Dwarka Panday,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"W. Kertoidjojo (Minister van Binnenlandse Zaken), Ramon A. Dwarka Panday (Minister van Defensie), Robby K. Dragman (Minister van Handel en Industrie), Saimin Redjosentono (Minister van Landbou",false,needs-review
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Saimin Redjosentono,saimin redjosentono,Saimin Redjosentono,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"nsie), Robby K. Dragman (Minister van Handel en Industrie), Saimin Redjosentono (Minister van Landbouw, Veeteelt en Visserij), Liakat A.E. Alibux (Minister van Natuurlijke Hulpbronnen), Errol G. Snij",false,needs-review
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Natuurlijke Hulpbronnen,natuurlijke hulpbronnen,Natuurlijke Hulpbronnen,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"uw, Veeteelt en Visserij), Liakat A.E. Alibux (Minister van Natuurlijke Hulpbronnen), Errol G. Snijders (Minister van Arbeid), Soewarto Moestadja (Minister van Sociale Zaken en Volkshuisvesting), Tjandri",false,needs-review
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Soewarto Moestadja,soewarto moestadja,Soewarto Moestadja,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"ijke Hulpbronnen), Errol G. Snijders (Minister van Arbeid), Soewarto Moestadja (Minister van Sociale Zaken en Volkshuisvesting), Tjandrikapersad Gobardhan (Minister van Onderwijs en Volksontwikkelin",false,needs-review
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Sociale Zaken,sociale zaken,Sociale Zaken,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"ers (Minister van Arbeid), Soewarto Moestadja (Minister van Sociale Zaken en Volkshuisvesting), Tjandrikapersad Gobardhan (Minister van Onderwijs en Volksontwikkeling), Mahmud E. Khodabaks (Min",false,needs-review
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Tjandrikapersad Gobardhan,tjandrikapersad gobardhan,Tjandrikapersad Gobardhan,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"Moestadja (Minister van Sociale Zaken en Volkshuisvesting), Tjandrikapersad Gobardhan (Minister van Onderwijs en Volksontwikkeling), Mahmud E. Khodabaks (Minister van Volksgezondheid), Richard B. Kalloe (M",false,needs-review
754d393a-1b1b-bf1c-55fb-4657c23cc447::2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,754d393a-1b1b-bf1c-55fb-4657c23cc447,2efdb5dd-7688-7c6c-ecb4-ae9c07f4e0fc,image,SR-NA_03_0155,1 oktober 1996,description,person,person,Openbare Werken,openbare werken,Openbare Werken,heuristic-capitalized-sequence,,2,Regeringsverklaring 1996-2001,"ister van Volksgezondheid), Richard B. Kalloe (Minister van Openbare Werken), Dick C. de Bie (Minister van Transport, Communicatie en Toerisme).",false,needs-review
75606719-b1a4-161f-b524-8a973983979e::2b75ea5f-f3f9-f218-4f41-7c0b1c202545,75606719-b1a4-161f-b524-8a973983979e,2b75ea5f-f3f9-f218-4f41-7c0b1c202545,image,SR-NA_01_0060,Oktober 1969,description,person,person,Binnenlandse Zaken,binnenlandse zaken,Binnenlandse Zaken,heuristic-capitalized-sequence,,2,Foto's controleur,"o's controleurs Schuurbureau. Portretgalerij Ministerie van Binnenlandse Zaken , Controleurs , Schuurbureau",false,needs-review
7564a590-a153-a1c2-9fda-5a64d52b9d7a::16a4a845-801d-a039-8903-23770974c0d9,7564a590-a153-a1c2-9fda-5a64d52b9d7a,16a4a845-801d-a039-8903-23770974c0d9,image,SR-NA_01_0143,06-06-69,description,person,person,Economische Zaken,economische zaken,Economische Zaken,heuristic-capitalized-sequence,,2,Cocaraf tentoonstelling Grenada,"pie negatief Cocaraf-tentoonstelling Grenada Ministerie van Economische Zaken, Ministers, Tentoonstelling, Tentoonstelling Grenada, Cocaraf tentoonstelling",false,needs-review
7564a590-a153-a1c2-9fda-5a64d52b9d7a::16a4a845-801d-a039-8903-23770974c0d9,7564a590-a153-a1c2-9fda-5a64d52b9d7a,16a4a845-801d-a039-8903-23770974c0d9,image,SR-NA_01_0143,06-06-69,description,person,person,Tentoonstelling Grenada,tentoonstelling grenada,Tentoonstelling Grenada,heuristic-capitalized-sequence,,2,Cocaraf tentoonstelling Grenada,"Cocaraf tentoonstelling Grenada Kopie negatief Cocaraf-tentoonstelling Grenada Ministerie van Economische Zaken, Ministers, Tentoonstelling, Tentoonste",false,needs-review
75c4c87e-a9a9-ad07-0193-356f564105e9::f877e2c5-1bf7-ec53-15e9-6d30e3f305b8,75c4c87e-a9a9-ad07-0193-356f564105e9,f877e2c5-1bf7-ec53-15e9-6d30e3f305b8,video,SR-NA_02_0542,Onbekend,description,person,person,Persconferentie Henk Arron,persconferentie henk arron,Persconferentie Henk Arron,heuristic-capitalized-sequence,,2,Persconferentie Henk Arron,Persconferentie Henk Arron Vicepresident Henk Arron bespreekt tijdens een persconferentie de relatie tussen Suriname en Nederland rond de uitvoeri,false,needs-review
75c4c87e-a9a9-ad07-0193-356f564105e9::f877e2c5-1bf7-ec53-15e9-6d30e3f305b8,75c4c87e-a9a9-ad07-0193-356f564105e9,f877e2c5-1bf7-ec53-15e9-6d30e3f305b8,video,SR-NA_02_0542,Onbekend,description,person,person,Vicepresident Henk Arron,vicepresident henk arron,Vicepresident Henk Arron,heuristic-capitalized-sequence,,2,Persconferentie Henk Arron,Persconferentie Henk Arron Vicepresident Henk Arron bespreekt tijdens een persconferentie de relatie tussen Suriname en Nederland rond de uitvoering van het ontwikkelingsv,false,needs-review
75e82eea-5e80-4694-b19e-31d3072f8bb7::7b8ff4ad-d728-884f-137b-e8be4e45e0d8,75e82eea-5e80-4694-b19e-31d3072f8bb7,7b8ff4ad-d728-884f-137b-e8be4e45e0d8,image,SR-NA_01_0274,21 juli 2008,description,person,person,Staatsolie Raffinaderij Expansie Project,staatsolie raffinaderij expansie project,Staatsolie Raffinaderij Expansie Project,heuristic-capitalized-sequence,,2,Contract laatste ontwerpfase Staatsolie Raffinaderij Expansie Project,Contract laatste ontwerpfase Staatsolie Raffinaderij Expansie Project Ondertekening van het contract voor de laatste ontwerpfase van het Staatsolie Raffinaderij Expansie Project door algeme,false,needs-review
75e82eea-5e80-4694-b19e-31d3072f8bb7::7b8ff4ad-d728-884f-137b-e8be4e45e0d8,75e82eea-5e80-4694-b19e-31d3072f8bb7,7b8ff4ad-d728-884f-137b-e8be4e45e0d8,image,SR-NA_01_0274,21 juli 2008,description,person,person,Marc Waaldijk,marc waaldijk,Marc Waaldijk,heuristic-capitalized-sequence,,2,Contract laatste ontwerpfase Staatsolie Raffinaderij Expansie Project,"solie Raffinaderij Expansie Project door algemeen-directeur Marc Waaldijk (rechts) en G. Kolf, president-directeur van CB&I Lummus.",false,needs-review
75ef65fd-8a3a-aedb-891f-196063a60a21::d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,75ef65fd-8a3a-aedb-891f-196063a60a21,d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,video,SR-NA_02_1331,Onbekend,personsRaw,person,person,Paul Christiaan Flu,paul christiaan flu,Paul Christiaan Flu,nas-persons-field,,1,Documentaire over Professor Paul Christiaan Flu,Paul Christiaan Flu,true,high-precision
75ef65fd-8a3a-aedb-891f-196063a60a21::d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,75ef65fd-8a3a-aedb-891f-196063a60a21,d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,video,SR-NA_02_1331,Onbekend,personsRaw,person,person,Lucien Karg,lucien karg,Lucien Karg,nas-persons-field,,1,Documentaire over Professor Paul Christiaan Flu,Lucien Karg,true,high-precision
75ef65fd-8a3a-aedb-891f-196063a60a21::d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,75ef65fd-8a3a-aedb-891f-196063a60a21,d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,video,SR-NA_02_1331,Onbekend,personsRaw,person,person,Elizabeth Maria Polak,elizabeth maria polak,Elizabeth Maria Polak,nas-persons-field,,1,Documentaire over Professor Paul Christiaan Flu,Elizabeth Maria Polak,true,high-precision
75ef65fd-8a3a-aedb-891f-196063a60a21::d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,75ef65fd-8a3a-aedb-891f-196063a60a21,d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,video,SR-NA_02_1331,Onbekend,personsRaw,person,person,Lesly Resida,lesly resida,Lesly Resida,nas-persons-field,,1,Documentaire over Professor Paul Christiaan Flu,Lesly Resida,true,high-precision
75ef65fd-8a3a-aedb-891f-196063a60a21::d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,75ef65fd-8a3a-aedb-891f-196063a60a21,d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,video,SR-NA_02_1331,Onbekend,description,person,person,Professor Paul Christiaan Flu,professor paul christiaan flu,Professor Paul Christiaan Flu,heuristic-capitalized-sequence,,2,Documentaire over Professor Paul Christiaan Flu,Documentaire over Professor Paul Christiaan Flu Hoeveel mensen weten dat het Medisch Wetenschappelijk Instituut in Suriname is vernoemd naar Paul Christiaan Flu? En da,false,needs-review
75ef65fd-8a3a-aedb-891f-196063a60a21::d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,75ef65fd-8a3a-aedb-891f-196063a60a21,d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,video,SR-NA_02_1331,Onbekend,description,person,person,Medisch Wetenschappelijk Instituut,medisch wetenschappelijk instituut,Medisch Wetenschappelijk Instituut,heuristic-capitalized-sequence,,2,Documentaire over Professor Paul Christiaan Flu,"Professor Paul Christiaan Flu Hoeveel mensen weten dat het Medisch Wetenschappelijk Instituut in Suriname is vernoemd naar Paul Christiaan Flu? En dat het portretbeeld, dat sinds de jaren zestig zonder onderschrif",false,needs-review
75ef65fd-8a3a-aedb-891f-196063a60a21::d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,75ef65fd-8a3a-aedb-891f-196063a60a21,d68f14bb-d28e-fe0a-92a2-4862cb30b2e2,video,SR-NA_02_1331,Onbekend,description,person,person,Academisch Ziekenhuis Paramaribo,academisch ziekenhuis paramaribo,Academisch Ziekenhuis Paramaribo,heuristic-capitalized-sequence,,2,Documentaire over Professor Paul Christiaan Flu,"ren zestig zonder onderschrift aan ‚‚n van de muren van het Academisch Ziekenhuis Paramaribo hangt, van hem is? Gedreven door zijn liefde voor geschiedenis besloot Lucien Karg met de documentaireserie 'De verzweg",false,needs-review
7626d844-c7e6-f655-09d8-3475b855ff69::83e69003-17d0-ea97-5182-b6b4ea8ce8b4,7626d844-c7e6-f655-09d8-3475b855ff69,83e69003-17d0-ea97-5182-b6b4ea8ce8b4,image,SR-NA_03_089_016,Mei-1975,description,person,person,"Suriname
Studie",suriname studie,"Suriname
Studie",heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 28 april t/m 03 mei 1975","m over onafhankelijkheid Gevolmachtigde minister van Eer in Suriname Studie sappenfabriek Japan steunt ons land Premier Arron: ""niet werken, niet eten"" Herinneringszegel voor gouverneur Ferrier",false,needs-review
7626d844-c7e6-f655-09d8-3475b855ff69::83e69003-17d0-ea97-5182-b6b4ea8ce8b4,7626d844-c7e6-f655-09d8-3475b855ff69,83e69003-17d0-ea97-5182-b6b4ea8ce8b4,image,SR-NA_03_089_016,Mei-1975,description,person,person,Premier Arron,premier arron,Premier Arron,heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 28 april t/m 03 mei 1975","Eer in Suriname Studie sappenfabriek Japan steunt ons land Premier Arron: ""niet werken, niet eten"" Herinneringszegel voor gouverneur Ferrier en premier Arron Belangrijke wijziging van dienstpl",false,needs-review
7626d844-c7e6-f655-09d8-3475b855ff69::83e69003-17d0-ea97-5182-b6b4ea8ce8b4,7626d844-c7e6-f655-09d8-3475b855ff69,83e69003-17d0-ea97-5182-b6b4ea8ce8b4,image,SR-NA_03_089_016,Mei-1975,description,person,person,"Arron
Belangrijke",arron belangrijke,"Arron
Belangrijke",heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 28 april t/m 03 mei 1975","eten"" Herinneringszegel voor gouverneur Ferrier en premier Arron Belangrijke wijziging van dienstplichtverordening goedgekeurd Weisz onderdirecteur sociale zaken Regering continueert bouw gemeensc",false,needs-review
7626d844-c7e6-f655-09d8-3475b855ff69::83e69003-17d0-ea97-5182-b6b4ea8ce8b4,7626d844-c7e6-f655-09d8-3475b855ff69,83e69003-17d0-ea97-5182-b6b4ea8ce8b4,image,SR-NA_03_089_016,Mei-1975,description,person,person,Santo Boma,santo boma,Santo Boma,heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 28 april t/m 03 mei 1975","apshuizen SF. 2,4 miljoen voor elektrificatie in binnenland Santo Boma krijgt cementtegelfabriek",false,needs-review
765bf2d0-6507-12a1-032c-9e19bb2ec809::04e6ddfe-f009-10ca-f33b-54e550cdbd2e,765bf2d0-6507-12a1-032c-9e19bb2ec809,04e6ddfe-f009-10ca-f33b-54e550cdbd2e,image,SR-NA_01_0935,8 augustus 2005,description,person,person,Sultan Yogyakarta,sultan yogyakarta,Sultan Yogyakarta,heuristic-capitalized-sequence,,2,Sultan Yogyakarta bij viering Javaanse Immigratie,"Sultan Yogyakarta bij viering Javaanse Immigratie De sultan van Yogyakarta, Sri sultan Hamengku Buwono, bezocht Suriname in augustus 2005",false,needs-review
765bf2d0-6507-12a1-032c-9e19bb2ec809::04e6ddfe-f009-10ca-f33b-54e550cdbd2e,765bf2d0-6507-12a1-032c-9e19bb2ec809,04e6ddfe-f009-10ca-f33b-54e550cdbd2e,image,SR-NA_01_0935,8 augustus 2005,description,person,person,Javaanse Immigratie,javaanse immigratie,Javaanse Immigratie,heuristic-capitalized-sequence,,2,Sultan Yogyakarta bij viering Javaanse Immigratie,"Sultan Yogyakarta bij viering Javaanse Immigratie De sultan van Yogyakarta, Sri sultan Hamengku Buwono, bezocht Suriname in augustus 2005 op uitnodiging van de regering",false,needs-review
765bf2d0-6507-12a1-032c-9e19bb2ec809::04e6ddfe-f009-10ca-f33b-54e550cdbd2e,765bf2d0-6507-12a1-032c-9e19bb2ec809,04e6ddfe-f009-10ca-f33b-54e550cdbd2e,image,SR-NA_01_0935,8 augustus 2005,description,person,person,Hamengku Buwono,hamengku buwono,Hamengku Buwono,heuristic-capitalized-sequence,,2,Sultan Yogyakarta bij viering Javaanse Immigratie,"ng Javaanse Immigratie De sultan van Yogyakarta, Sri sultan Hamengku Buwono, bezocht Suriname in augustus 2005 op uitnodiging van de regering van Suriname in verband met de 115e herdenking van de",false,needs-review
76742359-e2f0-ea6b-54d1-64db887b04e5::4988050f-dd81-8d7d-8429-d63c839a56f1,76742359-e2f0-ea6b-54d1-64db887b04e5,4988050f-dd81-8d7d-8429-d63c839a56f1,image,SR-NA_03_089_003,jan-75,description,person,person,Republiek Korea,republiek korea,Republiek Korea,heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 12 t/m 18 januari 1975",egenheden Leden van de Japanse missie spraken met ministers Republiek Korea biedt hulp aan bij opleiding Surinaamse vissers Koreaanse functionarissen bij premier Arron Nederlandse minister van o,false,needs-review
76742359-e2f0-ea6b-54d1-64db887b04e5::4988050f-dd81-8d7d-8429-d63c839a56f1,76742359-e2f0-ea6b-54d1-64db887b04e5,4988050f-dd81-8d7d-8429-d63c839a56f1,image,SR-NA_03_089_003,jan-75,description,person,person,"Arron
Nederlandse",arron nederlandse,"Arron
Nederlandse",heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 12 t/m 18 januari 1975",g Surinaamse vissers Koreaanse functionarissen bij premier Arron Nederlandse minister van onderwijs en wetenschappen naar Suriname Ook Zwitserse maatschappij geïnteresseerd in goudzoek in Suriname,false,needs-review
76742359-e2f0-ea6b-54d1-64db887b04e5::4988050f-dd81-8d7d-8429-d63c839a56f1,76742359-e2f0-ea6b-54d1-64db887b04e5,4988050f-dd81-8d7d-8429-d63c839a56f1,image,SR-NA_03_089_003,jan-75,description,person,person,"Suriname
Ook Zwitserse",suriname ook zwitserse,"Suriname
Ook Zwitserse",heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 12 t/m 18 januari 1975",on Nederlandse minister van onderwijs en wetenschappen naar Suriname Ook Zwitserse maatschappij geïnteresseerd in goudzoek in Suriname Minister hoost wil spoedige verbetering rechts positie gehuwde vrou,false,needs-review
76742359-e2f0-ea6b-54d1-64db887b04e5::4988050f-dd81-8d7d-8429-d63c839a56f1,76742359-e2f0-ea6b-54d1-64db887b04e5,4988050f-dd81-8d7d-8429-d63c839a56f1,image,SR-NA_03_089_003,jan-75,description,person,person,"Suriname
Minister",suriname minister,"Suriname
Minister",heuristic-capitalized-sequence,,2,"Suriname nieuwsbrief, 12 t/m 18 januari 1975",me Ook Zwitserse maatschappij geïnteresseerd in goudzoek in Suriname Minister hoost wil spoedige verbetering rechts positie gehuwde vrouw Minister op bezoek bij jeugdige delinquenten Reclasseringsa,false,needs-review
767adf39-255f-e863-e692-d68968ff9175::2d86dc4f-ade7-f3a6-4bcb-aa58b81a5e52,767adf39-255f-e863-e692-d68968ff9175,2d86dc4f-ade7-f3a6-4bcb-aa58b81a5e52,video,SR-NA_02_0862,4 mei 1988,description,person,person,Aktie Algemene Aannemers,aktie algemene aannemers,Aktie Algemene Aannemers,heuristic-capitalized-sequence,,2,Aktie Algemene Aannemers vereninging,"Aktie Algemene Aannemers vereninging Leden van de Algemene Aannemersvereniging voeren acties bij de uitgang van het cementbedrijf Vensur, omdat",false,needs-review
767adf39-255f-e863-e692-d68968ff9175::2d86dc4f-ade7-f3a6-4bcb-aa58b81a5e52,767adf39-255f-e863-e692-d68968ff9175,2d86dc4f-ade7-f3a6-4bcb-aa58b81a5e52,video,SR-NA_02_0862,4 mei 1988,description,person,person,Algemene Aannemersvereniging,algemene aannemersvereniging,Algemene Aannemersvereniging,heuristic-capitalized-sequence,,2,Aktie Algemene Aannemers vereninging,"Aktie Algemene Aannemers vereninging Leden van de Algemene Aannemersvereniging voeren acties bij de uitgang van het cementbedrijf Vensur, omdat ze menen dat de leiding van het bedrijf zich niet geho",false,needs-review
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,place,district,District Nickerie,district nickerie,District Nickerie,stm-gazetteer,stm-00002,1,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,en feit Concept grondwet in studie Opheffing dorpsgemeenten district Nickerie Onderscheiding voor Esseliene Polanen Bezinningsbijeenkomst in Wi na Wie Illegale vissers komende week voor de rechter,true,high-precision
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,place,river,Commewijne,commewijne,Commewijne,stm-gazetteer,stm-00025,4,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,gale vissers komende week voor de rechter Waterleiding voor Commewijne Plaatselijke aanwijzing Lokatie brug Herdenkingscommissie 25 februari organiseert nationale Produktiebeurs; “Sranan sa,false,ambiguous
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,place,river,Commewijne,commewijne,Commewijne,stm-gazetteer,stm-00265,4,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,gale vissers komende week voor de rechter Waterleiding voor Commewijne Plaatselijke aanwijzing Lokatie brug Herdenkingscommissie 25 februari organiseert nationale Produktiebeurs; “Sranan sa,false,ambiguous
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,place,river,Commewijne,commewijne,Commewijne,stm-gazetteer,stm-00335,4,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,gale vissers komende week voor de rechter Waterleiding voor Commewijne Plaatselijke aanwijzing Lokatie brug Herdenkingscommissie 25 februari organiseert nationale Produktiebeurs; “Sranan sa,false,ambiguous
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,place,river,Commewijne,commewijne,Commewijne,stm-gazetteer,stm-00466,4,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,gale vissers komende week voor de rechter Waterleiding voor Commewijne Plaatselijke aanwijzing Lokatie brug Herdenkingscommissie 25 februari organiseert nationale Produktiebeurs; “Sranan sa,false,ambiguous
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,oncept grondwet in studie Opheffing dorpsgemeenten district Nickerie Onderscheiding voor Esseliene Polanen Bezinningsbijeenkomst in Wi na Wie Illegale vissers komende week voor de rechter,true,high-precision
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,place,plantation,Industrie,industrie,Industrie,stm-gazetteer,stm-00858,1,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,"duktiebeurs; “Sranan sa wini”, leuze bij herdenking Centrum industrie ontwikkeling en exportbevordering (Index) Kowna Opo schenkt Technische bijstand volksrepubliek China aan Suriname Mini",true,high-precision
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,person,person,Delegatie Billiton,delegatie billiton,Delegatie Billiton,heuristic-capitalized-sequence,,2,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,VD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981 Inhoud: Delegatie Billiton maatschappij bezoekt president Chin a sen Staatsziekenfonds eindelijk een feit Concept grondwet in studie Opheffing dor,false,needs-review
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,person,person,"Nickerie
Onderscheiding",nickerie onderscheiding,"Nickerie
Onderscheiding",heuristic-capitalized-sequence,,2,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,oncept grondwet in studie Opheffing dorpsgemeenten district Nickerie Onderscheiding voor Esseliene Polanen Bezinningsbijeenkomst in Wi na Wie Illegale vissers komende week voor de rechter Waterleiding vo,false,needs-review
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,person,person,"Esseliene Polanen
Bezinningsbijeenkomst",esseliene polanen bezinningsbijeenkomst,"Esseliene Polanen
Bezinningsbijeenkomst",heuristic-capitalized-sequence,,2,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,effing dorpsgemeenten district Nickerie Onderscheiding voor Esseliene Polanen Bezinningsbijeenkomst in Wi na Wie Illegale vissers komende week voor de rechter Waterleiding voor Commewijne Plaatselijke aanwijzing Lokati,false,needs-review
76a68e2c-605c-4e4e-8064-7e1bf483523b::a4f5b5e2-74ed-591e-6511-10d132f57abd,76a68e2c-605c-4e4e-8064-7e1bf483523b,a4f5b5e2-74ed-591e-6511-10d132f57abd,image,SR-NA_03_088_009,1981,description,person,person,"Wie
Illegale",wie illegale,"Wie
Illegale",heuristic-capitalized-sequence,,2,NVD-Nieuws No. 4.5.6 / 22 januari - 11 februari 1981,iding voor Esseliene Polanen Bezinningsbijeenkomst in Wi na Wie Illegale vissers komende week voor de rechter Waterleiding voor Commewijne Plaatselijke aanwijzing Lokatie brug Herdenkingscomm,false,needs-review
